election,sample_size,institute,date,party,support,election_date,days_to_election
2009,5526,emnid,2008-03-11,lin,13,2009-09-27,565
2009,3225,emnid,2008-02-12,spd,29,2009-09-27,593
2009,3227,emnid,2006-11-07,spd,30,2009-09-27,1055
2009,3230,emnid,2007-02-21,spd,30,2009-09-27,949
2009,2636,emnid,2006-03-07,gru,9,2009-09-27,1300
2009,3240,emnid,2008-07-23,spd,26,2009-09-27,431
2009,2749,emnid,2007-08-21,gru,9,2009-09-27,768
2009,2749,emnid,2009-04-15,gru,10,2009-09-27,165
2009,2750,emnid,2007-09-18,gru,10,2009-09-27,740
2009,1235,fgruppe_wahlen,2007-03-16,gru,9,2009-09-27,926
2009,2760,emnid,2006-07-04,gru,9,2009-09-27,1181
2009,2763,emnid,2007-03-13,gru,11,2009-09-27,929
2009,2768,emnid,2006-11-22,gru,10,2009-09-27,1040
2009,2798,emnid,2009-07-29,gru,11,2009-09-27,60
2009,3134,emnid,2008-10-08,gru,11,2009-09-27,354
2009,3169,emnid,2009-05-05,gru,9,2009-09-27,145
2009,3175,emnid,2008-07-02,gru,10,2009-09-27,452
2009,3179,emnid,2009-04-29,gru,10,2009-09-27,151
2009,1000,infratest_dimap,2007-04-19,gru,11,2009-09-27,892
2009,4572,emnid,2009-05-20,spd,27,2009-09-27,130
2009,1000,infratest_dimap,2007-06-14,gru,11,2009-09-27,836
2009,3179,emnid,2009-04-29,spd,27,2009-09-27,151
2009,3671,emnid,2009-04-21,spd,28,2009-09-27,159
2009,2749,emnid,2009-04-15,spd,27,2009-09-27,165
2009,2265,emnid,2009-03-24,spd,27,2009-09-27,187
2009,3679,emnid,2009-03-17,spd,25,2009-09-27,194
2009,4154,emnid,2009-03-10,spd,26,2009-09-27,201
2009,1000,infratest_dimap,2008-02-22,gru,9,2009-09-27,583
2009,4595,emnid,2009-02-25,spd,24,2009-09-27,214
2009,4666,emnid,2009-02-17,spd,24,2009-09-27,222
2009,5115,emnid,2009-02-10,spd,24,2009-09-27,229
2009,5120,emnid,2009-02-04,spd,24,2009-09-27,235
2009,5570,emnid,2009-01-27,spd,23,2009-09-27,243
2009,4193,emnid,2009-01-21,spd,25,2009-09-27,249
2009,4653,emnid,2009-01-14,spd,26,2009-09-27,256
2009,2324,emnid,2009-01-07,spd,25,2009-09-27,263
2009,3692,emnid,2008-12-23,spd,26,2009-09-27,278
2009,4148,emnid,2008-12-17,spd,24,2009-09-27,284
2009,4151,emnid,2008-12-09,spd,25,2009-09-27,292
2009,1000,infratest_dimap,2006-04-13,fdp,9,2009-09-27,1263
2009,1000,infratest_dimap,2006-04-21,fdp,9,2009-09-27,1255
2009,3847,emnid,2006-05-30,spd,30,2009-09-27,1216
2009,3663,emnid,2008-11-06,spd,25,2009-09-27,325
2009,4133,emnid,2008-10-22,spd,26,2009-09-27,340
2009,3134,emnid,2008-10-08,spd,26,2009-09-27,354
2009,4115,emnid,2006-06-20,spd,31,2009-09-27,1195
2009,4117,emnid,2007-09-11,spd,27,2009-09-27,747
2009,4121,emnid,2006-11-14,spd,30,2009-09-27,1048
2009,4124,emnid,2007-01-24,spd,31,2009-09-27,977
2009,987,emnid,2008-09-09,lin,13,2009-09-27,383
2009,998,infratest_dimap,2005-12-15,lin,9,2009-09-27,1382
2009,1000,emnid,2005-10-26,lin,10,2009-09-27,1432
2009,1000,gms,2005-12-09,lin,9,2009-09-27,1388
2009,1348,fgruppe_wahlen,2009-05-29,gru,10,2009-09-27,121
2009,1352,fgruppe_wahlen,2007-12-14,gru,8,2009-09-27,653
2009,3193,emnid,2008-07-15,fdp,12,2009-09-27,439
2009,3195,emnid,2009-09-02,fdp,14,2009-09-27,25
2009,3196,emnid,2008-01-29,fdp,10,2009-09-27,607
2009,3197,emnid,2008-06-11,fdp,13,2009-09-27,473
2009,3199,emnid,2009-03-31,fdp,16,2009-09-27,180
2009,3201,emnid,2009-04-08,fdp,15,2009-09-27,172
2009,3205,emnid,2009-06-30,fdp,14,2009-09-27,89
2009,1267,fgruppe_wahlen,2007-08-17,fdp,9,2009-09-27,772
2009,1268,fgruppe_wahlen,2008-12-12,fdp,11,2009-09-27,289
2009,1269,fgruppe_wahlen,2005-10-28,fdp,9,2009-09-27,1430
2009,1269,fgruppe_wahlen,2007-01-12,fdp,10,2009-09-27,989
2009,1500,infratest_dimap,2006-10-05,gru,10,2009-09-27,1088
2009,1500,infratest_dimap,2006-11-02,gru,12,2009-09-27,1060
2009,1500,infratest_dimap,2006-12-07,gru,11,2009-09-27,1025
2009,1280,fgruppe_wahlen,2008-01-11,afd,,2009-09-27,625
2009,3217,emnid,2007-07-25,fdp,9,2009-09-27,795
2009,2503,forsa,2008-09-24,oth,5,2009-09-27,368
2009,2503,forsa,2008-10-29,oth,6,2009-09-27,333
2009,2503,forsa,2008-12-22,oth,5,2009-09-27,279
2009,1000,infratest_dimap,2006-03-24,spd,31,2009-09-27,1283
2009,1000,infratest_dimap,2006-03-31,spd,31,2009-09-27,1276
2009,1298,fgruppe_wahlen,2005-11-25,afd,,2009-09-27,1402
2009,1300,fgruppe_wahlen,2006-10-13,afd,,2009-09-27,1080
2009,1500,infratest_dimap,2007-12-06,gru,9,2009-09-27,661
2009,1303,fgruppe_wahlen,2006-11-10,afd,,2009-09-27,1052
2009,1000,infratest_dimap,2006-06-16,lin,10,2009-09-27,1199
2009,1000,infratest_dimap,2006-07-13,lin,9,2009-09-27,1172
2009,1000,infratest_dimap,2006-07-21,lin,9,2009-09-27,1164
2009,1000,infratest_dimap,2009-04-09,fdp,14,2009-09-27,171
2009,1000,infratest_dimap,2009-04-17,fdp,14,2009-09-27,163
2009,1000,infratest_dimap,2009-05-15,fdp,13,2009-09-27,135
2009,1000,infratest_dimap,2009-06-26,fdp,15,2009-09-27,93
2009,1000,infratest_dimap,2009-07-17,fdp,14,2009-09-27,72
2009,1000,infratest_dimap,2009-07-30,fdp,14,2009-09-27,59
2009,1000,infratest_dimap,2009-08-13,fdp,15,2009-09-27,45
2009,4599,emnid,2006-09-06,spd,30,2009-09-27,1117
2009,4600,emnid,2007-12-04,spd,27,2009-09-27,663
2009,4606,emnid,2008-11-26,spd,24,2009-09-27,305
2009,4610,emnid,2008-04-02,spd,26,2009-09-27,543
2009,4612,emnid,2008-02-05,spd,30,2009-09-27,600
2009,4615,emnid,2008-11-19,spd,25,2009-09-27,312
2009,4616,emnid,2006-10-11,spd,31,2009-09-27,1082
2009,4628,emnid,2007-04-24,spd,29,2009-09-27,887
2009,4631,emnid,2007-02-27,spd,29,2009-09-27,943
2009,1387,emnid,2007-01-03,afd,,2009-09-27,998
2009,1400,emnid,2005-11-03,afd,,2009-09-27,1424
2009,1411,emnid,2009-09-17,afd,,2009-09-27,10
2009,1445,fgruppe_wahlen,2009-04-24,afd,,2009-09-27,156
2009,1500,infratest_dimap,2005-09-22,afd,,2009-09-27,1466
2009,1500,infratest_dimap,2006-06-01,afd,,2009-09-27,1214
2009,1500,infratest_dimap,2006-07-06,afd,,2009-09-27,1179
2009,1500,infratest_dimap,2006-08-03,afd,,2009-09-27,1151
2009,1500,infratest_dimap,2006-09-07,afd,,2009-09-27,1116
2009,1500,infratest_dimap,2006-10-05,afd,,2009-09-27,1088
2009,1500,infratest_dimap,2006-11-02,afd,,2009-09-27,1060
2009,1194,fgruppe_wahlen,2009-08-07,spd,23,2009-09-27,51
2009,1224,fgruppe_wahlen,2009-07-24,spd,24,2009-09-27,65
2009,1206,fgruppe_wahlen,2009-07-03,spd,25,2009-09-27,86
2009,1343,fgruppe_wahlen,2009-06-12,spd,25,2009-09-27,107
2009,1348,fgruppe_wahlen,2009-05-29,spd,28,2009-09-27,121
2009,1343,fgruppe_wahlen,2009-05-08,spd,27,2009-09-27,142
2009,1445,fgruppe_wahlen,2009-04-24,spd,26,2009-09-27,156
2009,1319,fgruppe_wahlen,2009-03-06,spd,24,2009-09-27,205
2009,1500,infratest_dimap,2007-11-01,afd,,2009-09-27,696
2009,1500,infratest_dimap,2007-12-06,afd,,2009-09-27,661
2009,1500,infratest_dimap,2008-01-10,afd,,2009-09-27,626
2009,1500,infratest_dimap,2008-02-07,afd,,2009-09-27,598
2009,2000,allensbach,2006-09-20,gru,10.9,2009-09-27,1103
2009,2000,allensbach,2006-10-17,gru,11,2009-09-27,1076
2009,1171,fgruppe_wahlen,2008-11-07,spd,25,2009-09-27,324
2009,1327,fgruppe_wahlen,2008-10-24,spd,25,2009-09-27,338
2009,1276,fgruppe_wahlen,2008-10-10,spd,25,2009-09-27,352
2009,1250,fgruppe_wahlen,2008-09-12,spd,26,2009-09-27,380
2009,1002,gms,2009-09-18,spd,25,2009-09-27,9
2009,1004,gms,2009-08-24,spd,23,2009-09-27,34
2009,1006,gms,2009-06-18,spd,25,2009-09-27,101
2009,2000,allensbach,2009-01-27,gru,9.6,2009-09-27,243
2009,2000,allensbach,2009-03-24,gru,10.5,2009-09-27,187
2009,2000,allensbach,2009-06-16,gru,11.5,2009-09-27,103
2009,3169,emnid,2009-05-05,spd,26,2009-09-27,145
2009,2000,forsa,2008-03-26,gru,11,2009-09-27,550
2009,2000,forsa,2009-04-15,gru,10,2009-09-27,165
2009,,allensbach,2007-04-17,spd,30.7,2009-09-27,894
2009,,allensbach,2007-05-16,spd,29.7,2009-09-27,865
2009,,allensbach,2007-06-13,spd,29.2,2009-09-27,837
2009,,allensbach,2007-09-19,spd,26.8,2009-09-27,739
2009,,allensbach,2007-10-16,spd,27.1,2009-09-27,712
2009,,allensbach,2007-11-14,spd,28.6,2009-09-27,683
2009,3675,emnid,2009-03-03,spd,26,2009-09-27,208
2009,2001,forsa,2009-04-22,gru,10,2009-09-27,158
2009,2001,forsa,2009-05-06,gru,9,2009-09-27,144
2009,2001,forsa,2009-05-27,gru,11,2009-09-27,123
2009,2001,forsa,2009-09-25,gru,10,2009-09-27,2
2009,2002,forsa,2006-05-10,gru,9,2009-09-27,1236
2009,,allensbach,2008-11-19,spd,26.6,2009-09-27,312
2009,2002,forsa,2007-06-05,gru,11,2009-09-27,845
2009,2002,forsa,2007-10-10,gru,9,2009-09-27,718
2009,2002,forsa,2008-05-28,gru,11,2009-09-27,487
2009,2003,forsa,2006-04-19,gru,9,2009-09-27,1257
2009,2003,forsa,2006-05-31,gru,9,2009-09-27,1215
2009,2003,forsa,2008-05-07,gru,10,2009-09-27,508
2009,2004,forsa,2007-04-11,gru,11,2009-09-27,900
2009,2004,forsa,2007-04-18,gru,10,2009-09-27,893
2009,2006,forsa,2005-10-19,gru,9,2009-09-27,1439
2009,2007,forsa,2007-01-10,gru,10,2009-09-27,991
2009,2008,forsa,2008-10-08,gru,9,2009-09-27,354
2009,1230,fgruppe_wahlen,2005-11-11,fdp,9,2009-09-27,1416
2009,1230,fgruppe_wahlen,2008-04-04,fdp,9,2009-09-27,541
2009,1232,fgruppe_wahlen,2008-03-14,fdp,8,2009-09-27,562
2009,1234,fgruppe_wahlen,2006-04-07,fdp,7,2009-09-27,1269
2009,1234,fgruppe_wahlen,2007-06-01,fdp,8,2009-09-27,849
2009,1235,fgruppe_wahlen,2007-03-16,fdp,9,2009-09-27,926
2009,1237,fgruppe_wahlen,2005-12-09,fdp,9,2009-09-27,1388
2009,1245,fgruppe_wahlen,2009-03-27,fdp,15,2009-09-27,184
2009,1249,fgruppe_wahlen,2006-01-13,fdp,9,2009-09-27,1353
2009,3134,emnid,2008-10-08,fdp,13,2009-09-27,354
2009,2299,emnid,2007-01-10,gru,11,2009-09-27,991
2009,2316,emnid,2008-01-08,gru,9,2009-09-27,628
2009,2320,emnid,2006-02-23,gru,8,2009-09-27,1312
2009,1352,fgruppe_wahlen,2009-09-18,gru,10,2009-09-27,9
2009,1369,fgruppe_wahlen,2009-01-09,gru,8,2009-09-27,261
2009,1387,emnid,2007-01-03,gru,11,2009-09-27,998
2009,1400,emnid,2005-11-03,gru,9,2009-09-27,1424
2009,1411,emnid,2009-09-17,gru,11,2009-09-27,10
2009,1445,fgruppe_wahlen,2009-04-24,gru,9,2009-09-27,156
2009,1000,infratest_dimap,2005-12-08,lin,8,2009-09-27,1389
2009,1000,infratest_dimap,2005-12-21,lin,10,2009-09-27,1376
2009,1500,infratest_dimap,2006-07-06,gru,10,2009-09-27,1179
2009,1500,infratest_dimap,2006-08-03,gru,10,2009-09-27,1151
2009,1500,infratest_dimap,2006-09-07,gru,10,2009-09-27,1116
2009,3208,emnid,2008-08-20,fdp,12,2009-09-27,403
2009,3211,emnid,2007-07-04,fdp,10,2009-09-27,816
2009,1275,fgruppe_wahlen,2008-02-08,fdp,7,2009-09-27,597
2009,1276,fgruppe_wahlen,2008-10-10,fdp,11,2009-09-27,352
2009,1280,fgruppe_wahlen,2008-02-29,afd,,2009-09-27,576
2009,1286,fgruppe_wahlen,2007-03-02,afd,,2009-09-27,940
2009,1287,fgruppe_wahlen,2007-03-30,afd,,2009-09-27,912
2009,1288,fgruppe_wahlen,2006-09-29,afd,,2009-09-27,1094
2009,1500,infratest_dimap,2007-06-07,gru,11,2009-09-27,843
2009,1000,infratest_dimap,2006-04-21,lin,8,2009-09-27,1255
2009,1000,infratest_dimap,2006-04-28,lin,8,2009-09-27,1248
2009,1000,infratest_dimap,2006-05-05,lin,8,2009-09-27,1241
2009,1000,infratest_dimap,2006-05-18,lin,9,2009-09-27,1228
2009,1000,infratest_dimap,2006-06-09,lin,9,2009-09-27,1206
2009,1000,infratest_dimap,2006-05-05,spd,31,2009-09-27,1241
2009,1000,infratest_dimap,2006-05-18,spd,30,2009-09-27,1228
2009,1000,infratest_dimap,2006-06-09,spd,30,2009-09-27,1206
2009,4103,emnid,2008-10-28,cdu,33,2009-09-27,334
2009,3500,emnid,2005-11-01,fdp,10,2009-09-27,1426
2009,3569,emnid,2006-06-27,fdp,11,2009-09-27,1188
2009,3619,emnid,2008-10-01,fdp,12,2009-09-27,361
2009,3635,emnid,2006-04-19,fdp,9,2009-09-27,1257
2009,3639,emnid,2007-05-22,fdp,10,2009-09-27,859
2009,3643,emnid,2006-10-04,fdp,14,2009-09-27,1089
2009,4127,emnid,2008-11-12,cdu,35,2009-09-27,319
2009,4128,emnid,2008-12-03,cdu,34,2009-09-27,298
2009,1000,emnid,2005-10-26,gru,9,2009-09-27,1432
2009,1000,gms,2005-12-09,gru,8,2009-09-27,1388
2009,4132,emnid,2007-09-25,cdu,35,2009-09-27,733
2009,4133,emnid,2008-09-23,cdu,34,2009-09-27,369
2009,4133,emnid,2008-10-22,cdu,33,2009-09-27,340
2009,4133,emnid,2009-06-10,cdu,35,2009-09-27,109
2009,4135,emnid,2007-08-15,cdu,36,2009-09-27,774
2009,1000,infratest_dimap,2005-10-13,gru,8,2009-09-27,1445
2009,1000,infratest_dimap,2005-10-20,gru,8,2009-09-27,1438
2009,1000,infratest_dimap,2005-10-27,gru,9,2009-09-27,1431
2009,1000,infratest_dimap,2005-11-10,gru,8,2009-09-27,1417
2009,1000,infratest_dimap,2005-11-17,gru,9,2009-09-27,1410
2009,1000,infratest_dimap,2005-11-24,gru,9,2009-09-27,1403
2009,1000,infratest_dimap,2005-12-08,gru,9,2009-09-27,1389
2009,1000,infratest_dimap,2005-12-21,gru,9,2009-09-27,1376
2009,1000,infratest_dimap,2006-01-12,gru,9,2009-09-27,1354
2009,1000,infratest_dimap,2006-01-19,gru,9,2009-09-27,1347
2009,1000,infratest_dimap,2006-01-26,gru,8,2009-09-27,1340
2009,1000,infratest_dimap,2006-02-09,gru,8,2009-09-27,1326
2009,1000,infratest_dimap,2006-02-16,gru,8,2009-09-27,1319
2009,1000,infratest_dimap,2006-02-24,gru,9,2009-09-27,1311
2009,1000,infratest_dimap,2006-03-09,gru,9,2009-09-27,1298
2009,1000,infratest_dimap,2006-03-16,gru,9,2009-09-27,1291
2009,1000,infratest_dimap,2006-03-24,gru,9,2009-09-27,1283
2009,1500,infratest_dimap,2007-06-07,fdp,9,2009-09-27,843
2009,1500,infratest_dimap,2007-07-05,fdp,10,2009-09-27,815
2009,1500,infratest_dimap,2007-08-02,fdp,9,2009-09-27,787
2009,1500,infratest_dimap,2007-09-06,fdp,9,2009-09-27,752
2009,1500,infratest_dimap,2007-10-04,fdp,8,2009-09-27,724
2009,1500,infratest_dimap,2007-11-01,fdp,8,2009-09-27,696
2009,1500,infratest_dimap,2007-12-06,fdp,9,2009-09-27,661
2009,1500,infratest_dimap,2008-01-10,fdp,9,2009-09-27,626
2009,1500,infratest_dimap,2008-02-07,fdp,9,2009-09-27,598
2009,1000,infratest_dimap,2006-07-21,gru,10,2009-09-27,1164
2009,1000,infratest_dimap,2006-08-25,gru,9,2009-09-27,1129
2009,1000,infratest_dimap,2006-09-22,gru,10,2009-09-27,1101
2009,1000,infratest_dimap,2006-10-19,gru,11,2009-09-27,1074
2009,3657,emnid,2007-07-18,lin,14,2009-09-27,802
2009,3663,emnid,2006-09-27,lin,10,2009-09-27,1096
2009,3663,emnid,2007-10-30,lin,11,2009-09-27,698
2009,3663,emnid,2008-11-06,lin,14,2009-09-27,325
2009,3664,emnid,2008-01-22,lin,11,2009-09-27,614
2009,987,emnid,2008-09-09,afd,,2009-09-27,383
2009,998,infratest_dimap,2005-12-15,afd,,2009-09-27,1382
2009,1000,emnid,2005-10-26,afd,,2009-09-27,1432
2009,1000,gms,2005-12-09,afd,,2009-09-27,1388
2009,1000,gms,2008-05-22,afd,,2009-09-27,493
2009,1000,infratest_dimap,2005-09-29,afd,,2009-09-27,1459
2009,1000,infratest_dimap,2005-10-13,afd,,2009-09-27,1445
2009,1000,infratest_dimap,2005-10-20,afd,,2009-09-27,1438
2009,1000,infratest_dimap,2005-10-27,afd,,2009-09-27,1431
2009,1000,infratest_dimap,2005-11-10,afd,,2009-09-27,1417
2009,1000,infratest_dimap,2005-11-17,afd,,2009-09-27,1410
2009,1000,infratest_dimap,2005-11-24,afd,,2009-09-27,1403
2009,1000,infratest_dimap,2005-12-08,afd,,2009-09-27,1389
2009,1508,infratest_dimap,2005-10-06,fdp,10,2009-09-27,1452
2009,1509,infratest_dimap,2005-11-03,fdp,10,2009-09-27,1424
2009,1524,infratest_dimap,2007-01-04,fdp,11,2009-09-27,997
2009,1536,infratest_dimap,2006-02-02,fdp,8,2009-09-27,1333
2009,1536,infratest_dimap,2006-03-02,fdp,9,2009-09-27,1305
2009,1541,infratest_dimap,2009-08-06,fdp,16,2009-09-27,52
2009,1663,infratest_dimap,2006-05-12,fdp,9,2009-09-27,1234
2009,1672,infratest_dimap,2006-01-05,fdp,9,2009-09-27,1361
2009,1692,infratest_dimap,2006-04-06,fdp,10,2009-09-27,1270
2009,1750,infratest_dimap,2009-02-05,fdp,16,2009-09-27,234
2009,1800,allensbach,2007-01-23,fdp,12.4,2009-09-27,978
2009,1800,allensbach,2009-07-21,fdp,13.5,2009-09-27,68
2009,1833,emnid,2009-09-03,fdp,14,2009-09-27,24
2009,1885,emnid,2007-11-18,fdp,10,2009-09-27,679
2009,1988,allensbach,2006-01-25,fdp,9.8,2009-09-27,1341
2009,2000,allensbach,2006-07-19,fdp,12.1,2009-09-27,1166
2009,2000,allensbach,2006-08-16,fdp,12.5,2009-09-27,1138
2009,2000,allensbach,2006-09-20,fdp,11.3,2009-09-27,1103
2009,2000,allensbach,2006-10-17,fdp,12.8,2009-09-27,1076
2009,2000,allensbach,2007-02-21,fdp,12.7,2009-09-27,949
2009,5959,emnid,2007-12-18,cdu,38,2009-09-27,649
2009,2000,allensbach,2007-08-14,fdp,10.5,2009-09-27,775
2009,2000,allensbach,2007-12-18,fdp,10.4,2009-09-27,649
2009,6356,emnid,2008-05-14,cdu,35,2009-09-27,501
2009,2000,allensbach,2008-05-20,fdp,11.3,2009-09-27,495
2009,2000,allensbach,2008-06-24,fdp,11.9,2009-09-27,460
2009,2000,allensbach,2008-08-19,fdp,11.3,2009-09-27,404
2009,2000,allensbach,2009-01-27,fdp,12.1,2009-09-27,243
2009,,allensbach,2005-11-23,cdu,35.7,2009-09-27,1404
2009,2320,emnid,2006-02-28,gru,9,2009-09-27,1307
2009,2322,emnid,2006-01-17,gru,9,2009-09-27,1349
2009,2324,emnid,2009-01-07,gru,11,2009-09-27,263
2009,2340,emnid,2009-08-05,gru,12,2009-09-27,53
2009,2357,emnid,2006-01-24,gru,9,2009-09-27,1342
2009,2487,emnid,2006-07-12,gru,10,2009-09-27,1173
2009,2497,forsa,2005-11-08,gru,9,2009-09-27,1419
2009,2497,forsa,2006-05-17,gru,9,2009-09-27,1229
2009,3206,emnid,2007-02-06,fdp,12,2009-09-27,964
2009,3206,emnid,2009-06-03,fdp,14,2009-09-27,116
2009,3207,emnid,2009-05-12,fdp,13,2009-09-27,138
2009,4189,emnid,2009-07-15,lin,11,2009-09-27,74
2009,4193,emnid,2009-01-21,lin,12,2009-09-27,249
2009,4200,emnid,2005-11-15,lin,11,2009-09-27,1412
2009,4212,emnid,2006-08-30,lin,11,2009-09-27,1124
2009,1277,fgruppe_wahlen,2006-03-10,fdp,8,2009-09-27,1297
2009,1279,fgruppe_wahlen,2006-01-27,fdp,8,2009-09-27,1339
2009,3220,emnid,2006-08-02,fdp,12,2009-09-27,1152
2009,3221,emnid,2007-10-23,fdp,9,2009-09-27,705
2009,3225,emnid,2008-02-12,fdp,10,2009-09-27,593
2009,3227,emnid,2006-11-07,fdp,14,2009-09-27,1055
2009,3230,emnid,2007-02-21,fdp,12,2009-09-27,949
2009,1000,infratest_dimap,2006-04-13,spd,31,2009-09-27,1263
2009,1000,infratest_dimap,2006-04-21,spd,32,2009-09-27,1255
2009,1000,infratest_dimap,2006-04-28,spd,32,2009-09-27,1248
2009,4589,emnid,2007-10-16,lin,11,2009-09-27,712
2009,4590,emnid,2006-10-25,lin,10,2009-09-27,1068
2009,4592,emnid,2007-02-14,lin,10,2009-09-27,956
2009,4595,emnid,2006-04-12,lin,9,2009-09-27,1264
2009,4595,emnid,2009-02-25,lin,12,2009-09-27,214
2009,4597,emnid,2008-08-27,lin,13,2009-09-27,396
2009,4599,emnid,2006-09-06,lin,11,2009-09-27,1117
2009,4600,emnid,2007-12-04,lin,12,2009-09-27,663
2009,4606,emnid,2008-11-26,lin,14,2009-09-27,305
2009,4610,emnid,2008-04-02,lin,13,2009-09-27,543
2009,4612,emnid,2008-02-05,lin,13,2009-09-27,600
2009,4615,emnid,2008-11-19,lin,14,2009-09-27,312
2009,4616,emnid,2006-10-11,lin,10,2009-09-27,1082
2009,4628,emnid,2007-04-24,lin,11,2009-09-27,887
2009,4631,emnid,2007-02-27,lin,10,2009-09-27,943
2009,1010,gms,2008-02-19,gru,10,2009-09-27,586
2009,1011,gms,2006-02-13,gru,8,2009-09-27,1322
2009,1011,gms,2006-04-21,gru,9,2009-09-27,1255
2009,4666,emnid,2009-02-17,lin,11,2009-09-27,222
2009,4988,emnid,2008-04-23,lin,13,2009-09-27,522
2009,1011,gms,2008-03-28,gru,9,2009-09-27,548
2009,5034,emnid,2006-12-20,lin,10,2009-09-27,1012
2009,5046,emnid,2007-10-01,lin,12,2009-09-27,727
2009,5047,emnid,2007-06-06,lin,12,2009-09-27,844
2009,5058,emnid,2006-09-19,lin,11,2009-09-27,1104
2009,5058,emnid,2007-08-08,lin,13,2009-09-27,781
2009,5077,emnid,2007-11-06,lin,10,2009-09-27,691
2009,5078,emnid,2007-01-17,lin,9,2009-09-27,984
2009,5083,emnid,2007-05-02,lin,10,2009-09-27,879
2009,2507,forsa,2007-02-14,gru,11,2009-09-27,956
2009,2507,forsa,2009-07-22,gru,12,2009-09-27,67
2009,2508,forsa,2006-03-29,gru,9,2009-09-27,1278
2009,2508,forsa,2007-03-28,gru,12,2009-09-27,914
2009,2509,forsa,2006-11-01,gru,11,2009-09-27,1061
2009,2509,forsa,2006-12-06,gru,11,2009-09-27,1026
2009,1000,infratest_dimap,2006-01-19,cdu,39,2009-09-27,1347
2009,5544,emnid,2007-05-29,lin,11,2009-09-27,852
2009,5554,emnid,2007-04-03,lin,10,2009-09-27,908
2009,5570,emnid,2009-01-27,lin,12,2009-09-27,243
2009,5683,emnid,2007-05-08,lin,9,2009-09-27,873
2009,5905,emnid,2008-05-06,lin,13,2009-09-27,509
2009,5941,emnid,2008-04-29,lin,13,2009-09-27,516
2009,5959,emnid,2007-12-18,lin,11,2009-09-27,649
2009,5967,emnid,2006-12-05,lin,11,2009-09-27,1027
2009,6001,emnid,2007-03-06,lin,10,2009-09-27,936
2009,6356,emnid,2008-05-14,lin,13,2009-09-27,501
2009,6387,emnid,2006-06-07,lin,10,2009-09-27,1208
2009,6402,emnid,2006-11-28,lin,11,2009-09-27,1034
2009,6450,emnid,2006-04-04,lin,9,2009-09-27,1272
2009,1250,fgruppe_wahlen,2008-09-12,gru,9,2009-09-27,380
2009,1251,fgruppe_wahlen,2007-04-20,gru,10,2009-09-27,891
2009,1252,infratest_dimap,2009-09-17,gru,10,2009-09-27,10
2009,1255,fgruppe_wahlen,2007-11-09,gru,8,2009-09-27,688
2009,3186,emnid,2008-09-02,gru,11,2009-09-27,390
2009,3193,emnid,2008-07-15,gru,10,2009-09-27,439
2009,987,emnid,2008-09-09,fdp,11,2009-09-27,383
2009,998,infratest_dimap,2005-12-15,fdp,10,2009-09-27,1382
2009,1000,emnid,2005-10-26,fdp,9,2009-09-27,1432
2009,1000,gms,2005-12-09,fdp,10,2009-09-27,1388
2009,1000,gms,2008-05-22,fdp,12,2009-09-27,493
2009,1000,infratest_dimap,2005-09-29,fdp,9,2009-09-27,1459
2009,1000,infratest_dimap,2005-10-13,fdp,9,2009-09-27,1445
2009,1000,infratest_dimap,2005-10-20,fdp,9,2009-09-27,1438
2009,1000,infratest_dimap,2005-10-27,fdp,9,2009-09-27,1431
2009,1000,infratest_dimap,2005-11-10,fdp,10,2009-09-27,1417
2009,1000,infratest_dimap,2005-11-17,fdp,11,2009-09-27,1410
2009,1000,infratest_dimap,2005-11-24,fdp,10,2009-09-27,1403
2009,1000,infratest_dimap,2005-12-08,fdp,10,2009-09-27,1389
2009,1000,infratest_dimap,2005-12-21,fdp,9,2009-09-27,1376
2009,1000,infratest_dimap,2006-01-12,fdp,8,2009-09-27,1354
2009,1000,infratest_dimap,2006-01-19,fdp,8,2009-09-27,1347
2009,1000,infratest_dimap,2006-01-26,fdp,7,2009-09-27,1340
2009,1000,infratest_dimap,2006-02-09,fdp,8,2009-09-27,1326
2009,3689,emnid,2007-05-15,spd,29,2009-09-27,866
2009,3690,emnid,2008-08-13,spd,24,2009-09-27,410
2009,3703,emnid,2008-08-06,spd,25,2009-09-27,417
2009,3707,emnid,2006-08-09,spd,29,2009-09-27,1145
2009,3797,emnid,2008-05-27,spd,26,2009-09-27,488
2009,1348,fgruppe_wahlen,2009-05-29,fdp,12,2009-09-27,121
2009,1000,infratest_dimap,2008-11-14,cdu,37,2009-09-27,317
2009,1000,infratest_dimap,2008-12-12,cdu,36,2009-09-27,289
2009,1000,infratest_dimap,2008-12-19,cdu,37,2009-09-27,282
2009,1329,fgruppe_wahlen,2007-10-05,gru,8,2009-09-27,723
2009,1332,fgruppe_wahlen,2009-09-04,gru,11,2009-09-27,23
2009,1336,fgruppe_wahlen,2009-09-11,gru,11,2009-09-27,16
2009,1338,fgruppe_wahlen,2009-08-28,gru,12,2009-09-27,30
2009,1343,fgruppe_wahlen,2009-05-08,gru,9,2009-09-27,142
2009,1343,fgruppe_wahlen,2009-06-12,gru,11,2009-09-27,107
2009,1345,fgruppe_wahlen,2005-09-23,gru,8,2009-09-27,1465
2009,1348,emnid,2008-03-02,gru,9,2009-09-27,574
2009,4130,emnid,2007-10-10,spd,28,2009-09-27,718
2009,4130,emnid,2007-12-11,spd,29,2009-09-27,656
2009,4132,emnid,2007-09-25,spd,28,2009-09-27,733
